,Dummy variable treshold,Ime podatkovne baze,Ime relacije,Latentni faktor,Objektni tip 1,Objektni tip 2,RMSE,St. ponovitve,Vzorcenje
333,1,avtomobilizem,avtomobil drzava,18,avtomobil,drzava,0.017,4,True
334,1,avtomobilizem,avtomobil stranka,18,avtomobil,stranka,0.12915,4,True
335,1,avtomobilizem,model drzava,18,model,drzava,0.13282,4,True
336,1,avtomobilizem,lastnistvo stranka,17,lastnistvo,stranka,0.00135,1,True
337,1,avtomobilizem,lastnistvo avtomobil,17,lastnistvo,avtomobil,0.00525,1,True
338,1,avtomobilizem,avtomobil model,17,avtomobil,model,0.01008,1,True
339,1,avtomobilizem,avtomobil drzava,17,avtomobil,drzava,0.01809,1,True
340,1,avtomobilizem,model drzava,17,model,drzava,0.12457,1,True
341,1,avtomobilizem,avtomobil stranka,17,avtomobil,stranka,0.13004,1,True
342,1,avtomobilizem,lastnistvo stranka,7,lastnistvo,stranka,0.00212,4,True
343,1,avtomobilizem,lastnistvo avtomobil,7,lastnistvo,avtomobil,0.00522,4,True
344,1,avtomobilizem,avtomobil model,7,avtomobil,model,0.01,4,True
345,1,avtomobilizem,avtomobil drzava,7,avtomobil,drzava,0.03913,4,True
346,1,avtomobilizem,avtomobil stranka,7,avtomobil,stranka,0.13021,4,True
347,1,avtomobilizem,model drzava,7,model,drzava,0.13575,4,True
348,0,avtomobilizem,lastnistvo stranka,42,lastnistvo,stranka,0.00076,4,True
349,0,avtomobilizem,lastnistvo avtomobil,42,lastnistvo,avtomobil,0.00501,4,True
350,0,avtomobilizem,avtomobil drzava,42,avtomobil,drzava,0.01077,4,True
351,0,avtomobilizem,avtomobil model,42,avtomobil,model,0.0139,4,True
352,0,avtomobilizem,avtomobil stranka,42,avtomobil,stranka,0.12398,4,True
353,0,avtomobilizem,model drzava,42,model,drzava,0.2332,4,True
354,0,avtomobilizem,lastnistvo stranka,26,lastnistvo,stranka,0.00064,2,True
355,0,avtomobilizem,lastnistvo avtomobil,26,lastnistvo,avtomobil,0.00525,2,True
356,0,avtomobilizem,avtomobil drzava,26,avtomobil,drzava,0.01344,2,True
357,0,avtomobilizem,avtomobil model,26,avtomobil,model,0.01363,2,True
358,0,avtomobilizem,avtomobil stranka,26,avtomobil,stranka,0.12915,2,True
359,0,avtomobilizem,model drzava,26,model,drzava,0.22018,2,True
360,1,avtomobilizem,lastnistvo stranka,33,lastnistvo,stranka,0.00051,2,True
361,1,avtomobilizem,lastnistvo avtomobil,33,lastnistvo,avtomobil,0.00495,2,True
362,1,avtomobilizem,avtomobil model,33,avtomobil,model,0.00972,2,True
363,1,avtomobilizem,avtomobil drzava,33,avtomobil,drzava,0.01138,2,True
364,1,avtomobilizem,model drzava,33,model,drzava,0.11401,2,True
365,1,avtomobilizem,avtomobil stranka,33,avtomobil,stranka,0.12219,2,True
366,0,avtomobilizem,lastnistvo stranka,16,lastnistvo,stranka,0.00182,1,True
367,0,avtomobilizem,lastnistvo avtomobil,16,lastnistvo,avtomobil,0.00494,1,True
368,0,avtomobilizem,avtomobil model,16,avtomobil,model,0.01251,1,True
369,0,avtomobilizem,avtomobil drzava,16,avtomobil,drzava,0.01936,1,True
370,0,avtomobilizem,avtomobil stranka,16,avtomobil,stranka,0.1222,1,True
371,0,avtomobilizem,model drzava,16,model,drzava,0.22853,1,True
372,0,avtomobilizem,lastnistvo stranka,26,lastnistvo,stranka,0.00044,0,True
373,0,avtomobilizem,lastnistvo avtomobil,26,lastnistvo,avtomobil,0.00524,0,True
374,0,avtomobilizem,avtomobil model,26,avtomobil,model,0.01372,0,True
375,0,avtomobilizem,avtomobil drzava,26,avtomobil,drzava,0.01382,0,True
376,0,avtomobilizem,avtomobil stranka,26,avtomobil,stranka,0.12905,0,True
377,0,avtomobilizem,model drzava,26,model,drzava,0.23329,0,True
378,0,avtomobilizem,lastnistvo stranka,31,lastnistvo,stranka,0.0019,3,True
379,0,avtomobilizem,lastnistvo avtomobil,31,lastnistvo,avtomobil,0.00523,3,True
380,0,avtomobilizem,avtomobil drzava,31,avtomobil,drzava,0.01245,3,True
381,0,avtomobilizem,avtomobil model,31,avtomobil,model,0.01372,3,True
382,0,avtomobilizem,avtomobil stranka,31,avtomobil,stranka,0.1321,3,True
383,0,avtomobilizem,model drzava,31,model,drzava,0.23326,3,True
384,1,avtomobilizem,lastnistvo stranka,25,lastnistvo,stranka,0.00207,3,True
385,1,avtomobilizem,lastnistvo avtomobil,25,lastnistvo,avtomobil,0.00559,3,True
386,1,avtomobilizem,avtomobil model,25,avtomobil,model,0.01069,3,True
387,1,avtomobilizem,avtomobil drzava,25,avtomobil,drzava,0.01487,3,True
388,1,avtomobilizem,avtomobil stranka,25,avtomobil,stranka,0.12664,3,True
389,1,avtomobilizem,model drzava,25,model,drzava,0.22714,3,True
390,0,avtomobilizem,lastnistvo stranka,45,lastnistvo,stranka,0.00067,1,True
391,0,avtomobilizem,lastnistvo avtomobil,45,lastnistvo,avtomobil,0.00525,1,True
392,0,avtomobilizem,avtomobil drzava,45,avtomobil,drzava,0.00996,1,True
393,0,avtomobilizem,avtomobil model,45,avtomobil,model,0.01129,1,True
394,0,avtomobilizem,avtomobil stranka,45,avtomobil,stranka,0.1291,1,True
395,0,avtomobilizem,model drzava,45,model,drzava,0.19082,1,True
396,1,avtomobilizem,lastnistvo stranka,48,lastnistvo,stranka,0.00067,1,True
397,1,avtomobilizem,lastnistvo avtomobil,48,lastnistvo,avtomobil,0.00512,1,True
398,1,avtomobilizem,avtomobil model,48,avtomobil,model,0.00921,1,True
399,1,avtomobilizem,avtomobil drzava,48,avtomobil,drzava,0.0194,1,True
400,1,avtomobilizem,avtomobil stranka,48,avtomobil,stranka,0.12291,1,True
401,1,avtomobilizem,model drzava,48,model,drzava,3.56147,1,True
402,1,avtomobilizem,lastnistvo stranka,49,lastnistvo,stranka,0.00033,0,True
403,1,avtomobilizem,lastnistvo avtomobil,49,lastnistvo,avtomobil,0.00483,0,True
404,1,avtomobilizem,avtomobil drzava,49,avtomobil,drzava,0.00945,0,True
405,1,avtomobilizem,avtomobil model,49,avtomobil,model,0.00945,0,True
406,1,avtomobilizem,model drzava,49,model,drzava,0.11504,0,True
407,1,avtomobilizem,avtomobil stranka,49,avtomobil,stranka,0.11932,0,True
408,1,avtomobilizem,lastnistvo avtomobil,1,lastnistvo,avtomobil,0.00273,2,True
409,1,avtomobilizem,avtomobil model,1,avtomobil,model,0.00506,2,True
410,1,avtomobilizem,lastnistvo stranka,1,lastnistvo,stranka,0.00614,2,True
411,1,avtomobilizem,avtomobil stranka,1,avtomobil,stranka,0.13971,2,True
412,1,avtomobilizem,avtomobil drzava,1,avtomobil,drzava,0.19681,2,True
413,1,avtomobilizem,model drzava,1,model,drzava,0.21765,2,True
414,0,avtomobilizem,lastnistvo stranka,39,lastnistvo,stranka,0.00043,0,True
415,0,avtomobilizem,lastnistvo avtomobil,39,lastnistvo,avtomobil,0.005,0,True
416,0,avtomobilizem,avtomobil drzava,39,avtomobil,drzava,0.01096,0,True
417,0,avtomobilizem,avtomobil model,39,avtomobil,model,0.01387,0,True
418,0,avtomobilizem,avtomobil stranka,39,avtomobil,stranka,0.1239,0,True
419,0,avtomobilizem,model drzava,39,model,drzava,0.23323,0,True
420,2,avtomobilizem,lastnistvo stranka,16,lastnistvo,stranka,0.0016,0,True
421,2,avtomobilizem,lastnistvo avtomobil,16,lastnistvo,avtomobil,0.00519,0,True
422,2,avtomobilizem,avtomobil model,16,avtomobil,model,0.0147,0,True
423,2,avtomobilizem,avtomobil drzava,16,avtomobil,drzava,0.0228,0,True
424,2,avtomobilizem,avtomobil stranka,16,avtomobil,stranka,0.12867,0,True
425,2,avtomobilizem,model drzava,16,model,drzava,0.19385,0,True
426,2,avtomobilizem,lastnistvo stranka,12,lastnistvo,stranka,0.00178,0,True
427,2,avtomobilizem,lastnistvo avtomobil,12,lastnistvo,avtomobil,0.00521,0,True
428,2,avtomobilizem,avtomobil model,12,avtomobil,model,0.0146,0,True
429,2,avtomobilizem,avtomobil drzava,12,avtomobil,drzava,0.02749,0,True
430,2,avtomobilizem,avtomobil stranka,12,avtomobil,stranka,0.12845,0,True
431,2,avtomobilizem,model drzava,12,model,drzava,0.19517,0,True
432,0,avtomobilizem,lastnistvo stranka,20,lastnistvo,stranka,0.00237,0,True
433,0,avtomobilizem,lastnistvo avtomobil,20,lastnistvo,avtomobil,0.00524,0,True
434,0,avtomobilizem,avtomobil model,20,avtomobil,model,0.0129,0,True
435,0,avtomobilizem,avtomobil drzava,20,avtomobil,drzava,0.01604,0,True
436,0,avtomobilizem,avtomobil stranka,20,avtomobil,stranka,0.13226,0,True
437,0,avtomobilizem,model drzava,20,model,drzava,0.21719,0,True
438,0,avtomobilizem,lastnistvo stranka,46,lastnistvo,stranka,0.00056,0,True
439,0,avtomobilizem,lastnistvo avtomobil,46,lastnistvo,avtomobil,0.00463,0,True
440,0,avtomobilizem,avtomobil stranka,46,avtomobil,stranka,0.10996,0,True
441,0,avtomobilizem,avtomobil model,46,avtomobil,model,0.25345,0,True
442,0,avtomobilizem,avtomobil drzava,46,avtomobil,drzava,3.98971,0,True
443,0,avtomobilizem,model drzava,46,model,drzava,15360.4226,0,True
444,2,avtomobilizem,lastnistvo stranka,2,lastnistvo,stranka,0.00333,1,True
445,2,avtomobilizem,lastnistvo avtomobil,2,lastnistvo,avtomobil,0.00401,1,True
446,2,avtomobilizem,avtomobil model,2,avtomobil,model,0.011,1,True
447,2,avtomobilizem,avtomobil drzava,2,avtomobil,drzava,0.11194,1,True
448,2,avtomobilizem,avtomobil stranka,2,avtomobil,stranka,0.13157,1,True
449,2,avtomobilizem,model drzava,2,model,drzava,0.22593,1,True
450,1,avtomobilizem,lastnistvo stranka,28,lastnistvo,stranka,0.001,4,True
451,1,avtomobilizem,lastnistvo avtomobil,28,lastnistvo,avtomobil,0.00511,4,True
452,1,avtomobilizem,avtomobil model,28,avtomobil,model,0.00995,4,True
453,1,avtomobilizem,avtomobil drzava,28,avtomobil,drzava,0.01266,4,True
454,1,avtomobilizem,model drzava,28,model,drzava,0.11879,4,True
455,1,avtomobilizem,avtomobil stranka,28,avtomobil,stranka,0.12673,4,True
456,0,avtomobilizem,lastnistvo stranka,31,lastnistvo,stranka,0.00083,0,True
457,0,avtomobilizem,lastnistvo avtomobil,31,lastnistvo,avtomobil,0.00525,0,True
458,0,avtomobilizem,avtomobil drzava,31,avtomobil,drzava,0.01143,0,True
459,0,avtomobilizem,avtomobil model,31,avtomobil,model,0.01287,0,True
460,0,avtomobilizem,avtomobil stranka,31,avtomobil,stranka,0.12919,0,True
461,0,avtomobilizem,model drzava,31,model,drzava,0.20393,0,True
462,1,avtomobilizem,lastnistvo stranka,26,lastnistvo,stranka,0.00083,3,True
463,1,avtomobilizem,lastnistvo avtomobil,26,lastnistvo,avtomobil,0.00517,3,True
464,1,avtomobilizem,avtomobil model,26,avtomobil,model,0.00979,3,True
465,1,avtomobilizem,avtomobil drzava,26,avtomobil,drzava,0.01314,3,True
466,1,avtomobilizem,model drzava,26,model,drzava,0.11699,3,True
467,1,avtomobilizem,avtomobil stranka,26,avtomobil,stranka,0.12722,3,True
468,1,avtomobilizem,lastnistvo stranka,28,lastnistvo,stranka,0.00159,1,True
469,1,avtomobilizem,lastnistvo avtomobil,28,lastnistvo,avtomobil,0.00524,1,True
470,1,avtomobilizem,avtomobil model,28,avtomobil,model,0.00988,1,True
471,1,avtomobilizem,avtomobil drzava,28,avtomobil,drzava,0.0127,1,True
472,1,avtomobilizem,model drzava,28,model,drzava,0.11761,1,True
473,1,avtomobilizem,avtomobil stranka,28,avtomobil,stranka,0.1307,1,True
474,2,avtomobilizem,lastnistvo stranka,12,lastnistvo,stranka,0.00175,4,True
475,2,avtomobilizem,lastnistvo avtomobil,12,lastnistvo,avtomobil,0.00526,4,True
476,2,avtomobilizem,avtomobil model,12,avtomobil,model,0.01473,4,True
477,2,avtomobilizem,avtomobil drzava,12,avtomobil,drzava,0.02771,4,True
478,2,avtomobilizem,avtomobil stranka,12,avtomobil,stranka,0.13017,4,True
479,2,avtomobilizem,model drzava,12,model,drzava,0.19637,4,True
480,0,avtomobilizem,lastnistvo stranka,46,lastnistvo,stranka,0.0008,4,True
481,0,avtomobilizem,lastnistvo avtomobil,46,lastnistvo,avtomobil,0.00504,4,True
482,0,avtomobilizem,avtomobil stranka,46,avtomobil,stranka,0.1217,4,True
483,0,avtomobilizem,avtomobil drzava,46,avtomobil,drzava,0.53485,4,True
484,0,avtomobilizem,avtomobil model,46,avtomobil,model,3.72958,4,True
485,0,avtomobilizem,model drzava,46,model,drzava,40642.99826,4,True
486,0,avtomobilizem,lastnistvo stranka,30,lastnistvo,stranka,0.00081,1,True
487,0,avtomobilizem,lastnistvo avtomobil,30,lastnistvo,avtomobil,0.00525,1,True
488,0,avtomobilizem,avtomobil drzava,30,avtomobil,drzava,0.0127,1,True
489,0,avtomobilizem,avtomobil model,30,avtomobil,model,0.01373,1,True
490,0,avtomobilizem,avtomobil stranka,30,avtomobil,stranka,0.1292,1,True
491,0,avtomobilizem,model drzava,30,model,drzava,0.23326,1,True
492,2,avtomobilizem,lastnistvo stranka,10,lastnistvo,stranka,0.00217,4,True
493,2,avtomobilizem,lastnistvo avtomobil,10,lastnistvo,avtomobil,0.00526,4,True
494,2,avtomobilizem,avtomobil model,10,avtomobil,model,0.0147,4,True
495,2,avtomobilizem,avtomobil drzava,10,avtomobil,drzava,0.03164,4,True
496,2,avtomobilizem,avtomobil stranka,10,avtomobil,stranka,0.13014,4,True
497,2,avtomobilizem,model drzava,10,model,drzava,0.19647,4,True
498,1,avtomobilizem,lastnistvo stranka,41,lastnistvo,stranka,0.00043,1,True
499,1,avtomobilizem,lastnistvo avtomobil,41,lastnistvo,avtomobil,0.00503,1,True
500,1,avtomobilizem,avtomobil model,41,avtomobil,model,0.00958,1,True
501,1,avtomobilizem,avtomobil drzava,41,avtomobil,drzava,0.01005,1,True
502,1,avtomobilizem,avtomobil stranka,41,avtomobil,stranka,0.12392,1,True
503,1,avtomobilizem,model drzava,41,model,drzava,0.1244,1,True
504,0,avtomobilizem,lastnistvo stranka,44,lastnistvo,stranka,0.00036,3,True
505,0,avtomobilizem,lastnistvo avtomobil,44,lastnistvo,avtomobil,0.00524,3,True
506,0,avtomobilizem,avtomobil model,44,avtomobil,model,0.01353,3,True
507,0,avtomobilizem,avtomobil drzava,44,avtomobil,drzava,0.05526,3,True
508,0,avtomobilizem,avtomobil stranka,44,avtomobil,stranka,0.12902,3,True
509,0,avtomobilizem,model drzava,44,model,drzava,0.87407,3,True
510,2,avtomobilizem,lastnistvo stranka,21,lastnistvo,stranka,0.0011,0,True
511,2,avtomobilizem,lastnistvo avtomobil,21,lastnistvo,avtomobil,0.00515,0,True
512,2,avtomobilizem,avtomobil model,21,avtomobil,model,0.04507,0,True
513,2,avtomobilizem,avtomobil drzava,21,avtomobil,drzava,0.06513,0,True
514,2,avtomobilizem,avtomobil stranka,21,avtomobil,stranka,0.12626,0,True
515,2,avtomobilizem,model drzava,21,model,drzava,8.3967,0,True
516,0,avtomobilizem,lastnistvo stranka,48,lastnistvo,stranka,0.00061,1,True
517,0,avtomobilizem,lastnistvo avtomobil,48,lastnistvo,avtomobil,0.00527,1,True
518,0,avtomobilizem,avtomobil stranka,48,avtomobil,stranka,0.12907,1,True
519,0,avtomobilizem,avtomobil drzava,48,avtomobil,drzava,0.32397,1,True
520,0,avtomobilizem,avtomobil model,48,avtomobil,model,0.80053,1,True
521,0,avtomobilizem,model drzava,48,model,drzava,6451.33924,1,True
522,1,avtomobilizem,lastnistvo stranka,39,lastnistvo,stranka,0.00117,4,True
523,1,avtomobilizem,lastnistvo avtomobil,39,lastnistvo,avtomobil,0.00514,4,True
524,1,avtomobilizem,avtomobil model,39,avtomobil,model,0.02216,4,True
525,1,avtomobilizem,avtomobil drzava,39,avtomobil,drzava,0.11392,4,True
526,1,avtomobilizem,avtomobil stranka,39,avtomobil,stranka,0.12742,4,True
527,1,avtomobilizem,model drzava,39,model,drzava,13.10252,4,True
528,1,avtomobilizem,lastnistvo stranka,4,lastnistvo,stranka,0.00298,3,True
529,1,avtomobilizem,lastnistvo avtomobil,4,lastnistvo,avtomobil,0.00496,3,True
530,1,avtomobilizem,avtomobil model,4,avtomobil,model,0.00945,3,True
531,1,avtomobilizem,avtomobil drzava,4,avtomobil,drzava,0.064,3,True
532,1,avtomobilizem,avtomobil stranka,4,avtomobil,stranka,0.13097,3,True
533,1,avtomobilizem,model drzava,4,model,drzava,0.14868,3,True
534,1,avtomobilizem,lastnistvo stranka,7,lastnistvo,stranka,0.00258,0,True
535,1,avtomobilizem,lastnistvo avtomobil,7,lastnistvo,avtomobil,0.00517,0,True
536,1,avtomobilizem,avtomobil model,7,avtomobil,model,0.00993,0,True
537,1,avtomobilizem,avtomobil drzava,7,avtomobil,drzava,0.03912,0,True
538,1,avtomobilizem,avtomobil stranka,7,avtomobil,stranka,0.12922,0,True
539,1,avtomobilizem,model drzava,7,model,drzava,0.13575,0,True
540,0,avtomobilizem,lastnistvo stranka,41,lastnistvo,stranka,0.00025,0,True
541,0,avtomobilizem,lastnistvo avtomobil,41,lastnistvo,avtomobil,0.00536,0,True
542,0,avtomobilizem,avtomobil drzava,41,avtomobil,drzava,0.01125,0,True
543,0,avtomobilizem,avtomobil model,41,avtomobil,model,0.01383,0,True
544,0,avtomobilizem,avtomobil stranka,41,avtomobil,stranka,0.12901,0,True
545,0,avtomobilizem,model drzava,41,model,drzava,0.21999,0,True
546,1,avtomobilizem,lastnistvo stranka,5,lastnistvo,stranka,0.00344,4,True
547,1,avtomobilizem,lastnistvo avtomobil,5,lastnistvo,avtomobil,0.00512,4,True
548,1,avtomobilizem,avtomobil model,5,avtomobil,model,0.00977,4,True
549,1,avtomobilizem,avtomobil drzava,5,avtomobil,drzava,0.05267,4,True
550,1,avtomobilizem,avtomobil stranka,5,avtomobil,stranka,0.1307,4,True
551,1,avtomobilizem,model drzava,5,model,drzava,0.14277,4,True
552,1,avtomobilizem,lastnistvo stranka,11,lastnistvo,stranka,0.00139,2,True
553,1,avtomobilizem,lastnistvo avtomobil,11,lastnistvo,avtomobil,0.0052,2,True
554,1,avtomobilizem,avtomobil model,11,avtomobil,model,0.00994,2,True
555,1,avtomobilizem,avtomobil drzava,11,avtomobil,drzava,0.02601,2,True
556,1,avtomobilizem,model drzava,11,model,drzava,0.12597,2,True
557,1,avtomobilizem,avtomobil stranka,11,avtomobil,stranka,0.12807,2,True
558,2,avtomobilizem,lastnistvo stranka,20,lastnistvo,stranka,0.00102,2,True
559,2,avtomobilizem,lastnistvo avtomobil,20,lastnistvo,avtomobil,0.0052,2,True
560,2,avtomobilizem,avtomobil model,20,avtomobil,model,0.01577,2,True
561,2,avtomobilizem,avtomobil drzava,20,avtomobil,drzava,0.01982,2,True
562,2,avtomobilizem,avtomobil stranka,20,avtomobil,stranka,0.12875,2,True
563,2,avtomobilizem,model drzava,20,model,drzava,0.21015,2,True
564,2,avtomobilizem,lastnistvo stranka,14,lastnistvo,stranka,0.00164,4,True
565,2,avtomobilizem,lastnistvo avtomobil,14,lastnistvo,avtomobil,0.00525,4,True
566,2,avtomobilizem,avtomobil model,14,avtomobil,model,0.01477,4,True
567,2,avtomobilizem,avtomobil drzava,14,avtomobil,drzava,0.02486,4,True
568,2,avtomobilizem,avtomobil stranka,14,avtomobil,stranka,0.12951,4,True
569,2,avtomobilizem,model drzava,14,model,drzava,0.19429,4,True
570,0,avtomobilizem,lastnistvo stranka,22,lastnistvo,stranka,0.00105,2,True
571,0,avtomobilizem,lastnistvo avtomobil,22,lastnistvo,avtomobil,0.00468,2,True
572,0,avtomobilizem,avtomobil model,22,avtomobil,model,0.01146,2,True
573,0,avtomobilizem,avtomobil drzava,22,avtomobil,drzava,0.01344,2,True
574,0,avtomobilizem,avtomobil stranka,22,avtomobil,stranka,0.11602,2,True
575,0,avtomobilizem,model drzava,22,model,drzava,0.19092,2,True
576,2,avtomobilizem,lastnistvo stranka,14,lastnistvo,stranka,0.00155,1,True
577,2,avtomobilizem,lastnistvo avtomobil,14,lastnistvo,avtomobil,0.00525,1,True
578,2,avtomobilizem,avtomobil model,14,avtomobil,model,0.01461,1,True
579,2,avtomobilizem,avtomobil drzava,14,avtomobil,drzava,0.02443,1,True
580,2,avtomobilizem,avtomobil stranka,14,avtomobil,stranka,0.12953,1,True
581,2,avtomobilizem,model drzava,14,model,drzava,0.19203,1,True
582,1,avtomobilizem,lastnistvo stranka,37,lastnistvo,stranka,0.00085,2,True
583,1,avtomobilizem,lastnistvo avtomobil,37,lastnistvo,avtomobil,0.00511,2,True
584,1,avtomobilizem,avtomobil model,37,avtomobil,model,0.02555,2,True
585,1,avtomobilizem,avtomobil drzava,37,avtomobil,drzava,0.03108,2,True
586,1,avtomobilizem,avtomobil stranka,37,avtomobil,stranka,0.12993,2,True
587,1,avtomobilizem,model drzava,37,model,drzava,47.76472,2,True
588,1,avtomobilizem,lastnistvo stranka,39,lastnistvo,stranka,0.00088,0,True
589,1,avtomobilizem,lastnistvo avtomobil,39,lastnistvo,avtomobil,0.00511,0,True
590,1,avtomobilizem,avtomobil model,39,avtomobil,model,0.00977,0,True
591,1,avtomobilizem,avtomobil drzava,39,avtomobil,drzava,0.01049,0,True
592,1,avtomobilizem,model drzava,39,model,drzava,0.11233,0,True
593,1,avtomobilizem,avtomobil stranka,39,avtomobil,stranka,0.12669,0,True
594,0,avtomobilizem,lastnistvo stranka,27,lastnistvo,stranka,0.00211,0,True
595,0,avtomobilizem,lastnistvo avtomobil,27,lastnistvo,avtomobil,0.00523,0,True
596,0,avtomobilizem,avtomobil drzava,27,avtomobil,drzava,0.01312,0,True
597,0,avtomobilizem,avtomobil model,27,avtomobil,model,0.01372,0,True
598,0,avtomobilizem,avtomobil stranka,27,avtomobil,stranka,0.13211,0,True
599,0,avtomobilizem,model drzava,27,model,drzava,0.23321,0,True
600,2,avtomobilizem,lastnistvo stranka,6,lastnistvo,stranka,0.00292,1,True
601,2,avtomobilizem,lastnistvo avtomobil,6,lastnistvo,avtomobil,0.00518,1,True
602,2,avtomobilizem,avtomobil model,6,avtomobil,model,0.01458,1,True
603,2,avtomobilizem,avtomobil drzava,6,avtomobil,drzava,0.04692,1,True
604,2,avtomobilizem,avtomobil stranka,6,avtomobil,stranka,0.13047,1,True
605,2,avtomobilizem,model drzava,6,model,drzava,0.20266,1,True
606,0,avtomobilizem,lastnistvo stranka,23,lastnistvo,stranka,0.0013,3,True
607,0,avtomobilizem,lastnistvo avtomobil,23,lastnistvo,avtomobil,0.00501,3,True
608,0,avtomobilizem,avtomobil model,23,avtomobil,model,0.01307,3,True
609,0,avtomobilizem,avtomobil drzava,23,avtomobil,drzava,0.01438,3,True
610,0,avtomobilizem,avtomobil stranka,23,avtomobil,stranka,0.12404,3,True
611,0,avtomobilizem,model drzava,23,model,drzava,0.21718,3,True
612,0,avtomobilizem,lastnistvo avtomobil,41,lastnistvo,avtomobil,0.00626,3,True
613,0,avtomobilizem,avtomobil drzava,41,avtomobil,drzava,0.01136,3,True
614,0,avtomobilizem,lastnistvo stranka,41,lastnistvo,stranka,0.01204,3,True
615,0,avtomobilizem,avtomobil model,41,avtomobil,model,0.01339,3,True
616,0,avtomobilizem,avtomobil stranka,41,avtomobil,stranka,0.13071,3,True
617,0,avtomobilizem,model drzava,41,model,drzava,0.22692,3,True
618,0,avtomobilizem,lastnistvo stranka,2,lastnistvo,stranka,0.0027,1,True
619,0,avtomobilizem,lastnistvo avtomobil,2,lastnistvo,avtomobil,0.00401,1,True
620,0,avtomobilizem,avtomobil model,2,avtomobil,model,0.01019,1,True
